number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
157,0.8101249263536395,2025-05-20 08:05:24.084215,2025-05-20 08:05:51.393493,0 days 00:00:27.309278,0.967948492896557,0.019841895644802612,0.16974217902360736,7,8,1,256,0.8899288801567297,0.10898789788910565,18.311408774479954,0.9910358300581502,COMPLETE
158,0.8094914664260665,2025-05-20 08:05:26.599704,2025-05-20 08:05:53.477079,0 days 00:00:26.877375,0.969026987975629,0.007191879014059752,0.16773546148447604,7,8,2,255,0.9165587836670085,0.10247332017885366,22.434714658059,0.9521743835811665,COMPLETE
159,0.8093763174088089,2025-05-20 08:05:30.223308,2025-05-20 08:05:56.980227,0 days 00:00:26.756919,0.9714281329133064,0.022670076899148264,0.16876157373582407,6,8,1,253,0.9106303104235928,0.11088592545548417,16.02706530287371,0.9559522104573445,COMPLETE
160,0.812173367078166,2025-05-20 08:05:31.333119,2025-05-20 08:05:57.004210,0 days 00:00:25.671091,0.9692095764903333,0.07702002917321735,0.1725226184248751,7,8,1,255,0.8919512153271286,0.08626883355285521,20.818349206840118,0.9610979891181306,COMPLETE
161,0.8021894905879131,2025-05-20 08:05:32.642621,2025-05-20 08:05:50.668859,0 days 00:00:18.026238,0.9758422828376362,0.3306742085949889,0.16101387935486797,6,8,1,260,0.8928482124479142,0.06270137617458973,20.041883793739515,0.9896106080485879,COMPLETE
162,0.808810025110596,2025-05-20 08:05:33.085623,2025-05-20 08:05:55.179391,0 days 00:00:22.093768,0.9999731458248369,0.3113477001119546,0.1955552763883715,7,8,1,252,0.9160731074875351,0.060525949987113026,17.835078557282564,0.9508011508938045,COMPLETE
163,0.807931164201024,2025-05-20 08:05:38.122042,2025-05-20 08:06:02.559306,0 days 00:00:24.437264,0.9990918728456746,0.09908837338228649,0.201646978970488,7,8,1,254,0.9001095045989176,0.14369058537811183,20.659683948495125,0.9519611686408896,COMPLETE
164,0.8068226402728131,2025-05-20 08:05:48.187149,2025-05-20 08:06:09.280931,0 days 00:00:21.093782,0.973299052884619,0.33472765725755516,0.2060735707375178,7,8,1,253,0.8894879686480383,0.07490613730082929,17.854058187352525,0.9512860157736441,COMPLETE
165,0.8093756690751361,2025-05-20 08:05:50.672766,2025-05-20 08:06:15.366332,0 days 00:00:24.693566,0.9866242862298661,0.10737787513199049,0.2113924352951705,7,8,1,252,0.9027147547935575,0.08257613481115836,20.56341418507289,0.9481446013676509,COMPLETE
166,0.8093685236304248,2025-05-20 08:05:51.396492,2025-05-20 08:06:16.189262,0 days 00:00:24.792770,0.9859800954583778,0.0988000688180114,0.20785767800415533,7,8,1,251,0.9129918792509127,0.08384572655638074,20.589720802040674,0.9472462512542491,COMPLETE
