number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
187,0.9192438544197177,2025-06-15 12:59:12.131859,2025-06-15 13:00:43.746141,0 days 00:01:31.614282,False,14,0.5,1,5,393,COMPLETE
188,0.9198766739713389,2025-06-15 12:59:25.028647,2025-06-15 13:00:40.878181,0 days 00:01:15.849534,False,13,0.5,1,4,318,COMPLETE
189,0.9202212370695546,2025-06-15 12:59:30.996368,2025-06-15 13:00:43.134569,0 days 00:01:12.138201,False,13,0.5,1,4,311,COMPLETE
190,0.9206307944790204,2025-06-15 12:59:41.913642,2025-06-15 13:00:57.212512,0 days 00:01:15.298870,False,13,0.5,1,4,321,COMPLETE
191,0.9210259277632904,2025-06-15 13:00:01.807813,2025-06-15 13:01:02.476361,0 days 00:01:00.668548,False,13,0.5,1,4,262,COMPLETE
192,0.9188597078270122,2025-06-15 13:00:10.362375,2025-06-15 13:01:26.786820,0 days 00:01:16.424445,False,13,0.5,1,5,320,COMPLETE
193,0.9163065950483864,2025-06-15 13:00:16.515112,2025-06-15 13:01:44.961855,0 days 00:01:28.446743,False,13,0.5,4,4,394,COMPLETE
194,0.9210989379807419,2025-06-15 13:00:39.788810,2025-06-15 13:01:50.142511,0 days 00:01:10.353701,False,13,0.5,1,4,322,COMPLETE
195,0.9209692272199798,2025-06-15 13:00:40.883644,2025-06-15 13:02:05.146038,0 days 00:01:24.262394,False,13,0.5,1,4,445,COMPLETE
196,0.9208989386603053,2025-06-15 13:00:43.141005,2025-06-15 13:01:41.757401,0 days 00:00:58.616396,False,13,0.5,1,4,253,COMPLETE
197,0.9202860765642835,2025-06-15 13:00:43.751143,2025-06-15 13:01:45.106546,0 days 00:01:01.355403,False,13,0.5,1,4,267,COMPLETE
198,0.9205433840134895,2025-06-15 13:00:57.216513,2025-06-15 13:02:02.819223,0 days 00:01:05.602710,False,13,0.5,1,4,351,COMPLETE
199,0.9206626785575956,2025-06-15 13:01:02.480523,2025-06-15 13:01:52.369227,0 days 00:00:49.888704,False,13,0.5,1,4,240,COMPLETE
