number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
101,0.7835030828834821,2025-06-15 14:05:11.789944,2025-06-15 14:05:37.086709,0 days 00:00:25.296765,0.7983977386301617,0.17335890097529144,0.11187488991968624,3,6,5,299,0.7783417046166402,0.3869349002937468,23.463003448602144,0.9254419023382338,COMPLETE
102,0.8107226639186041,2025-06-15 14:05:16.469606,2025-06-15 14:05:38.331690,0 days 00:00:21.862084,0.8046533264793995,0.40558732994005353,0.11217118834326886,1,8,1,250,0.7781273850750164,0.31383082489601494,5.169088935509473,0.8839633790334439,COMPLETE
103,0.8012904626062515,2025-06-15 14:05:21.773631,2025-06-15 14:05:43.576577,0 days 00:00:21.802946,0.7997281949439697,0.38923294652097,0.1614173408787924,3,6,1,297,0.768639010540561,0.3874507897694873,14.438706809068105,0.8314888381449316,COMPLETE
104,0.7939513272579348,2025-06-15 14:05:24.591097,2025-06-15 14:05:45.184045,0 days 00:00:20.592948,0.8050371058876291,0.4199348650654401,0.1067172190146779,3,6,1,262,0.5811645745276574,0.3861005660265961,23.870509758719123,0.8515748807393551,COMPLETE
105,0.8036340230907374,2025-06-15 14:05:29.156985,2025-06-15 14:05:52.531672,0 days 00:00:23.374687,0.7985261120696177,0.4354303240405485,0.1055328896875233,3,6,1,299,0.5835785350500369,0.5330228553178933,14.396912360122458,0.8510492490253265,COMPLETE
106,0.7536507239621079,2025-06-15 14:05:29.326300,2025-06-15 14:05:40.141342,0 days 00:00:10.815042,0.811381290067019,4.503354642693983,0.17380270767353923,3,6,1,295,0.8885506803838761,0.5040628557268271,8.527322060689091,0.8318727619480715,COMPLETE
107,0.8036171918527415,2025-06-15 14:05:31.096059,2025-06-15 14:05:54.718087,0 days 00:00:23.622028,0.8065591708206463,0.15077219225344873,0.1943961528819042,3,6,1,296,0.89861002614773,0.4982451270848312,14.241000991683178,0.8340553594102806,COMPLETE
108,0.8078354401114162,2025-06-15 14:05:34.168650,2025-06-15 14:05:55.644265,0 days 00:00:21.475615,0.7922979276879517,0.43103761835401866,0.173604663897415,3,7,1,296,0.8867247495094308,0.4987948880089818,8.863763258280784,0.8680547388763038,COMPLETE
109,0.8100137668670083,2025-06-15 14:05:37.090710,2025-06-15 14:06:00.722776,0 days 00:00:23.632066,0.8766595382791391,0.41520968962908583,0.15584989407456787,3,7,1,278,0.5818844102908514,0.43598919315837553,13.565903157111212,0.8327661417911315,COMPLETE
110,0.8071851751379013,2025-06-15 14:05:38.341214,2025-06-15 14:06:02.499685,0 days 00:00:24.158471,0.8103144212595985,0.40129457791180545,0.16517807352605052,3,7,1,296,0.5779468984284823,0.4380860163423235,8.728172816352942,0.8285401316687752,COMPLETE
111,0.8037839220609246,2025-06-15 14:05:40.143856,2025-06-15 14:06:01.910536,0 days 00:00:21.766680,0.7961065294069929,0.5185597214976188,0.1606186154937578,2,7,1,280,0.590998916789484,0.3163308377299646,14.302543334569336,0.8684824292948867,COMPLETE
112,0.7941502606183143,2025-06-15 14:05:43.581091,2025-06-15 14:06:04.337651,0 days 00:00:20.756560,0.774251902171975,0.9399679872406296,0.10540654678788502,2,7,1,280,0.5808641776784539,0.3153367156424471,13.531344865848254,0.8688690484440375,COMPLETE
113,0.797879412249429,2025-06-15 14:05:45.187046,2025-06-15 14:06:05.607199,0 days 00:00:20.420153,0.8659696669785749,0.9624455162647508,0.13005843147175547,2,7,1,281,0.6943339721137503,0.4346300839535554,14.271489952884703,0.8671322331196227,COMPLETE
114,0.8088837594545237,2025-06-15 14:05:52.534668,2025-06-15 14:06:14.104391,0 days 00:00:21.569723,0.8376956491275803,0.538533175993844,0.133613414568848,2,7,1,278,0.6882746878671964,0.4246251674598709,3.572022607162168,0.8695746562525835,COMPLETE
115,0.803853765716051,2025-06-15 14:05:54.721087,2025-06-15 14:06:11.814982,0 days 00:00:17.093895,0.8652113726602202,0.9216252369478923,0.1316451331573908,2,7,1,283,0.8543272929922241,0.3106240717316297,3.445808291781578,0.8696077334138032,COMPLETE
116,0.789292814497581,2025-06-15 14:05:55.653280,2025-06-15 14:06:10.948266,0 days 00:00:15.294986,0.9081312848079794,1.9403150536398535,0.13205055704371377,2,8,1,281,0.6903619087640768,0.40833271023950896,7.697594703277017,0.8256854852309645,COMPLETE
117,0.8032343094802634,2025-06-15 14:06:00.725784,2025-06-15 14:06:25.783658,0 days 00:00:25.057874,0.8911291502953677,0.5578970987640625,0.12966432852281964,2,7,1,278,0.5202043407351559,0.43008614799379374,15.921087560539423,0.8251106450960493,COMPLETE
118,0.8093929848113716,2025-06-15 14:06:01.914535,2025-06-15 14:06:20.247113,0 days 00:00:18.332578,0.8639976192756683,0.9521811926845394,0.126774420587561,2,8,1,277,0.6840387656034134,0.4367058610057822,3.3952613292799376,0.8242452231171923,COMPLETE
119,0.7998491749553287,2025-06-15 14:06:02.503188,2025-06-15 14:06:23.711050,0 days 00:00:21.207862,0.8646245104644108,0.9619908782454483,0.1322374246950393,2,8,1,278,0.6869777377354739,0.2660540411437263,16.152374472646514,0.8235652631238319,COMPLETE
120,0.8074926966777424,2025-06-15 14:06:04.341667,2025-06-15 14:06:31.327337,0 days 00:00:26.985670,0.8665623447241758,0.5410875323732396,0.08602464407312929,1,8,1,276,0.684738400089211,0.4138967673750043,15.197431954250266,0.8232158309434827,COMPLETE
121,0.809514705025116,2025-06-15 14:06:05.610214,2025-06-15 14:06:34.080991,0 days 00:00:28.470777,0.8913708193179793,0.09606285137342427,0.08278044946225259,1,8,1,263,0.5311506058603909,0.3618761121166693,16.761036938184265,0.8412162208109552,COMPLETE
122,0.8121998023818495,2025-06-15 14:06:10.951785,2025-06-15 14:06:35.877939,0 days 00:00:24.926154,0.8897537209677688,0.5462446242315669,0.08324071623948717,1,8,1,267,0.5293753463380935,0.36217076270378495,4.831123085064176,0.8160245672381867,COMPLETE
123,0.808513745936895,2025-06-15 14:06:11.817499,2025-06-15 14:06:36.349119,0 days 00:00:24.531620,0.8748715369862722,0.5393027580754886,0.087406225631351,1,8,1,277,0.5223030388936678,0.3647956590458232,4.839336131106771,0.820158255736102,COMPLETE
124,0.8029524221885458,2025-06-15 14:06:14.111911,2025-06-15 14:06:36.973919,0 days 00:00:22.862008,0.891798194883118,0.5602523097197887,0.14471786043933324,1,8,1,277,0.7455358342571057,0.26162628902446994,17.381770953400544,0.8801099983483328,COMPLETE
125,0.8094470973947091,2025-06-15 14:06:20.251111,2025-06-15 14:06:45.308981,0 days 00:00:25.057870,0.891010899031401,0.5382140256425805,0.08285054242863221,1,8,1,265,0.5239974586888845,0.4538844933812652,4.885270413529166,0.8174310143275969,COMPLETE
126,0.8095708942466171,2025-06-15 14:06:23.715048,2025-06-15 14:06:44.344898,0 days 00:00:20.629850,0.8244261751840749,0.568586491861669,0.08448173523411841,1,8,1,265,0.5233015067039827,0.36302316578798643,2.055972959801272,0.8416054025690757,COMPLETE
127,0.8067149318580039,2025-06-15 14:06:25.785657,2025-06-15 14:06:50.368196,0 days 00:00:24.582539,0.8377632045230957,0.549205762726948,0.08655941443563299,1,8,1,265,0.7442751310982283,0.4544719726402836,4.946440937194467,0.843091038954728,COMPLETE
128,0.8100220962601092,2025-06-15 14:06:31.330335,2025-06-15 14:06:59.171697,0 days 00:00:27.841362,0.8366014392415195,0.07808627854278472,0.14563218252817836,1,8,1,265,0.7463212622282221,0.36153897859687856,18.550845471542527,0.8826460291005326,COMPLETE
129,0.812965765300602,2025-06-15 14:06:34.084992,2025-06-15 14:07:02.630547,0 days 00:00:28.545555,0.8753920202604216,0.07737060060863887,0.12110282852327774,1,8,1,266,0.7511140695132176,0.36145756564432546,4.885480907984281,0.814469361579594,COMPLETE
130,0.8098649907121981,2025-06-15 14:06:35.881456,2025-06-15 14:07:05.265047,0 days 00:00:29.383591,0.8869709467370975,0.08037469016641688,0.08686050527851404,1,8,1,264,0.5421604969813169,0.4470082186423189,4.8254340037898285,0.8158339152525012,COMPLETE
131,0.8092799324368432,2025-06-15 14:06:36.353144,2025-06-15 14:07:02.717714,0 days 00:00:26.364570,0.887644758023952,0.07739910179938916,0.09928929898491286,1,8,1,247,0.5533748474841566,0.45393679146102206,19.284212275035713,0.8001631983984462,COMPLETE
132,0.8075876151148265,2025-06-15 14:06:36.978305,2025-06-15 14:07:04.678061,0 days 00:00:27.699756,0.8947707743328247,0.09394932766784309,0.11992398778407759,1,8,1,252,0.5476406499767463,0.4543108204323524,1.9304950373608674,0.8143919121790941,COMPLETE
133,0.8129963777987484,2025-06-15 14:06:44.348355,2025-06-15 14:07:15.490134,0 days 00:00:31.141779,0.8224456594051301,0.05675769913684865,0.0771966287280003,1,8,1,265,0.5371233142435006,0.4507539075345689,2.157217365231379,0.8103543179210053,COMPLETE
134,0.8121229759601383,2025-06-15 14:06:45.313001,2025-06-15 14:07:14.829603,0 days 00:00:29.516602,0.8847895233091719,0.016713222411757545,0.07569463730891224,1,8,1,248,0.47391542091908856,0.4566347885288879,2.1173012036275702,0.7954033234829003,COMPLETE
135,0.8067908571413692,2025-06-15 14:06:50.372194,2025-06-15 14:07:20.032855,0 days 00:00:29.660661,0.885798871003285,0.08215659933197841,0.07688237050971505,1,8,1,247,0.5431171579331613,0.560647493712729,18.116660965787243,0.8389205634343804,COMPLETE
136,0.7997539817732733,2025-06-15 14:06:59.173696,2025-06-15 14:07:29.489301,0 days 00:00:30.315605,0.9064438869001455,0.04329448960908927,0.06631685842244484,1,8,2,249,0.46724685650940023,0.3652393641361084,19.508887373865292,0.8387986051778489,COMPLETE
137,0.8082962344701159,2025-06-15 14:07:02.635070,2025-06-15 14:07:33.014870,0 days 00:00:30.379800,0.8775171300567284,0.07502702637631431,0.11881925989604178,1,8,1,248,0.4743206334098887,0.3679851738746365,19.06487668775907,0.8019039025520247,COMPLETE
138,0.8069604774197503,2025-06-15 14:07:02.726728,2025-06-15 14:07:33.474521,0 days 00:00:30.747793,0.9043028131799327,0.0023311905147989365,0.11953033863957246,1,8,1,259,0.4644648301846618,0.36510241090213147,20.364205018041915,0.813707674250439,COMPLETE
139,0.8051796283396264,2025-06-15 14:07:04.683590,2025-06-15 14:07:37.223235,0 days 00:00:32.539645,0.9034972014221263,0.20991654619402247,0.0777747360625117,1,8,1,259,0.4845273208750981,0.36973504676549107,19.03477169162109,0.8151379688300727,COMPLETE
140,0.8027761925564141,2025-06-15 14:07:05.268567,2025-06-15 14:07:36.666978,0 days 00:00:31.398411,0.8808607431448431,0.00301249192076275,0.07460186983817374,1,8,2,260,0.49360898831087796,0.36433642819722495,18.390474880154795,0.8029101762699976,COMPLETE
141,0.8120108575479403,2025-06-15 14:07:14.833602,2025-06-15 14:07:43.116284,0 days 00:00:28.282682,0.8786509659036267,0.013123641539549771,0.07675492182923384,1,8,1,258,0.4503301986670546,0.474769158859372,2.0963475124356354,0.7965181394625205,COMPLETE
142,0.8074003312196044,2025-06-15 14:07:15.494145,2025-06-15 14:07:43.257308,0 days 00:00:27.763163,0.8794529069722452,0.2341743827832057,0.07198137245498028,1,8,2,257,0.8220283750228956,0.48265124056127623,6.338911944028225,0.7999176327629288,COMPLETE
143,0.807635891368341,2025-06-15 14:07:20.034855,2025-06-15 14:07:47.744781,0 days 00:00:27.709926,0.8778847552445045,0.23174701700222738,0.07339535100946175,1,8,2,258,0.4788956354264052,0.5374335777484234,6.5501844268467515,0.7992105345350538,COMPLETE
144,0.8088144888179819,2025-06-15 14:07:29.492820,2025-06-15 14:07:55.848713,0 days 00:00:26.355893,0.8999638087853308,0.21723902521928795,0.07209011895272151,1,8,1,260,0.8305287082270673,0.4762970494260279,6.301970266460826,0.7960672516987733,COMPLETE
145,0.8032964994692176,2025-06-15 14:07:33.019868,2025-06-15 14:07:54.004995,0 days 00:00:20.985127,0.8537748872205688,0.23847202856818417,0.10153345944266902,0,8,1,259,0.4853829637707179,0.5143922458658113,1.0572710168522277,0.795103506469219,COMPLETE
146,0.8103117593299368,2025-06-15 14:07:33.477522,2025-06-15 14:07:57.894843,0 days 00:00:24.417321,0.8540916216620472,0.2335165574307116,0.07266545016228428,4,8,1,256,0.8135441826259955,0.48054354823313294,6.321051780255048,0.801263123889269,COMPLETE
147,0.8127259361988607,2025-06-15 14:07:36.670402,2025-06-15 14:07:58.848342,0 days 00:00:22.177940,0.8521194858197751,0.21097503139648205,0.10050501424905714,0,8,1,254,0.8182288626335537,0.5232165530041832,6.236437508397979,0.8117418830278778,COMPLETE
148,0.8099918691378567,2025-06-15 14:07:37.231774,2025-06-15 14:08:00.342541,0 days 00:00:23.110767,0.8145248461852168,0.23266090530869976,0.1003846255880889,10,8,1,255,0.8140593866242444,0.4020384816409736,1.8436356519748003,0.7764755108846647,COMPLETE
149,0.8069340497585376,2025-06-15 14:07:43.120286,2025-06-15 14:08:07.826110,0 days 00:00:24.705824,0.8543688248986995,0.22249934196295418,0.1008417903726791,0,8,1,253,0.44268214674550965,0.4718360262834204,21.97661259413629,0.777474826010954,COMPLETE
150,0.8118080743756805,2025-06-15 14:07:43.263531,2025-06-15 14:07:58.264340,0 days 00:00:15.000809,0.8163381847203167,0.3319865622173871,0.06551823627909964,0,8,1,166,0.43901538470059587,0.537833664630215,2.138767165320577,0.7747080184352709,COMPLETE
151,0.8127998584125724,2025-06-15 14:07:47.747783,2025-06-15 14:08:09.450856,0 days 00:00:21.703073,0.8531543130207578,0.3518780987273777,0.10011015868283303,0,8,1,252,0.4339900042078562,0.47824782740765287,2.2092272290773485,0.7917080877148894,COMPLETE
152,0.7969174707261734,2025-06-15 14:07:54.008003,2025-06-15 14:08:19.717614,0 days 00:00:25.709611,0.8453207227182508,0.32866409947952363,0.06611237003189377,0,8,1,252,0.4408912853426406,0.4777725326981157,37.6296213257952,0.7797148883587002,COMPLETE
153,0.8147755925143306,2025-06-15 14:07:55.851227,2025-06-15 14:08:21.356414,0 days 00:00:25.505187,0.8467046917387888,0.3354632133716671,0.06558149966123039,4,8,1,252,0.4405852448912126,0.3211679351868092,3.644673356020521,0.7840057350080606,COMPLETE
154,0.8138631444859417,2025-06-15 14:07:57.897350,2025-06-15 14:08:21.852537,0 days 00:00:23.955187,0.8476319151211974,0.40662260031851416,0.06683797478700845,4,8,1,254,0.44632071555431146,0.5253163300046771,2.190701810658413,0.8092507478617711,COMPLETE
155,0.7822819449350212,2025-06-15 14:07:58.268341,2025-06-15 14:08:13.805176,0 days 00:00:15.536835,0.8160303372958757,0.35807187735884405,0.06351283745916929,4,8,1,136,0.4428132951247895,0.5951344086847761,22.19710708236279,0.7757833776419855,COMPLETE
156,0.7950973578051018,2025-06-15 14:07:58.853350,2025-06-15 14:08:14.170490,0 days 00:00:15.317140,0.8152228869882812,0.3593450108414247,0.06425756254035093,4,8,1,132,0.4277680326494079,0.6005082680946153,7.799383253223152,0.7649891444329678,COMPLETE
157,0.8048712499933091,2025-06-15 14:08:00.346548,2025-06-15 14:08:19.336422,0 days 00:00:18.989874,0.8467825368244002,0.3410291742495168,0.0655637413694796,0,8,1,176,0.4374674782050321,0.5611227548207163,7.475828760966827,0.7670867586985998,COMPLETE
158,0.7886613941602822,2025-06-15 14:08:07.829629,2025-06-15 14:08:24.710368,0 days 00:00:16.880739,0.8430079871932208,0.3130107280615055,0.06301770841527618,10,8,1,174,0.8464743602139884,0.5147117735837996,26.091348853272315,0.7629831134058412,COMPLETE
159,0.8111036786666361,2025-06-15 14:08:09.454863,2025-06-15 14:08:33.193198,0 days 00:00:23.738335,0.8462573480110588,0.3444507651580845,0.06421209675923294,0,8,1,245,0.40174041436785557,0.5898607732659131,3.742060804339005,0.763217664514217,COMPLETE
160,0.8062332221888351,2025-06-15 14:08:13.808177,2025-06-15 14:08:30.713407,0 days 00:00:16.905230,0.8441121608136921,0.31163802363138327,0.06705301929877329,0,8,1,169,0.3998369005798782,0.5738806316471541,7.8704614460013484,0.7683995076595626,COMPLETE
161,0.8101901586359027,2025-06-15 14:08:14.173491,2025-06-15 14:08:38.356221,0 days 00:00:24.182730,0.8449353173269143,0.36981881348985635,0.0568899675657065,0,8,1,244,0.39971791215954533,0.5525757797593516,4.058546551127636,0.7926862381965236,COMPLETE
162,0.8115584805886963,2025-06-15 14:08:19.338936,2025-06-15 14:08:39.922653,0 days 00:00:20.583717,0.8597373479146428,0.43608262558333477,0.11277835594593731,0,8,1,244,0.8488247639355936,0.516239114618826,3.8426655784880244,0.7912148557864597,COMPLETE
163,0.810934169318789,2025-06-15 14:08:19.720614,2025-06-15 14:08:38.381784,0 days 00:00:18.661170,0.8600912122441805,0.44842390694669587,0.05640417945621784,0,8,1,175,0.40448022811386464,0.5458719214805376,3.8023139872990095,0.8085651628944298,COMPLETE
164,0.812888680586845,2025-06-15 14:08:21.359926,2025-06-15 14:08:46.869632,0 days 00:00:25.509706,0.8275194013229801,0.11472184689313956,0.056959685713458295,0,8,1,245,0.4044663963252845,0.5439794162746694,3.8894219079075256,0.7927989438302823,COMPLETE
165,0.8060505659635819,2025-06-15 14:08:21.855538,2025-06-15 14:08:39.509055,0 days 00:00:17.653517,0.8584799787479759,0.3414288992809415,0.058204495964915164,4,8,1,166,0.4077644404023711,0.491669848727245,3.740568893231293,0.7543585609189101,COMPLETE
166,0.8106804197366747,2025-06-15 14:08:24.713369,2025-06-15 14:08:49.306717,0 days 00:00:24.593348,0.8582036349090708,0.4231627186882565,0.05893281706218171,4,8,1,244,0.4181331553943276,0.5276290842184972,3.9539737894031535,0.7901182633003491,COMPLETE
167,0.8100698696682844,2025-06-15 14:08:30.717408,2025-06-15 14:08:54.681135,0 days 00:00:23.963727,0.8610904859735233,0.42860315902792956,0.05483167914712624,4,8,1,233,0.4061032472725225,0.5289464652867489,3.976543826707449,0.7914162417634111,COMPLETE
168,0.8085064767457668,2025-06-15 14:08:33.197034,2025-06-15 14:08:57.870403,0 days 00:00:24.673369,0.7826810952731872,0.47354619413660903,0.05780072327269085,4,8,1,252,0.4113184902463869,0.5299479478200259,3.753055576515032,0.7920927036600054,COMPLETE
169,0.8122901750893752,2025-06-15 14:08:38.362741,2025-06-15 14:09:01.817946,0 days 00:00:23.455205,0.8309784500773952,0.400302139339479,0.0689598192868516,4,8,1,244,0.40710727946213854,0.5312861037713824,3.797620587075121,0.7908372715946346,COMPLETE
170,0.8056101176053392,2025-06-15 14:08:38.390302,2025-06-15 14:08:54.683136,0 days 00:00:16.292834,0.8586764951843423,0.46568145758739815,0.05619536957778243,4,8,1,162,0.40033068324353804,0.5269155936869495,3.636627466984584,0.7553604904549703,COMPLETE
171,0.8091608883440617,2025-06-15 14:08:39.512072,2025-06-15 14:08:54.391165,0 days 00:00:14.879093,0.8607625332323412,0.4431387038695473,0.056823055466000374,0,8,1,156,0.3989034184465967,0.5287162835591441,2.2311835137298934,0.7914261512133335,COMPLETE
172,0.8121711014459448,2025-06-15 14:08:39.926169,2025-06-15 14:08:56.270587,0 days 00:00:16.344418,0.8610786936412064,0.1552900163672355,0.05620540436275657,0,8,1,156,0.9495413933306168,0.5297861180970779,2.2197251002125684,0.8083603105650058,COMPLETE
173,0.8075534345720753,2025-06-15 14:08:46.873647,2025-06-15 14:09:02.775835,0 days 00:00:15.902188,0.7819254226326408,0.4427640819857225,0.0535728280717803,0,8,1,155,0.4545185044946117,0.5232773028852546,2.0866162510024284,0.8080854909768866,COMPLETE
174,0.8129359522525574,2025-06-15 14:08:49.309717,2025-06-15 14:09:11.881165,0 days 00:00:22.571448,0.8278111382348035,0.45163870781565585,0.05469189001309185,0,8,1,251,0.5059437338771321,0.6195394482565243,2.2832719294672925,0.8081694384322076,COMPLETE
175,0.8127645453226865,2025-06-15 14:08:54.395171,2025-06-15 14:09:16.612980,0 days 00:00:22.217809,0.8308960042750201,0.1284844696718302,0.11344769417579668,0,8,1,232,0.5032294475389323,0.6069523033836836,3.1651455839017193,0.8085175735214736,COMPLETE
176,0.8121311897730434,2025-06-15 14:08:54.685136,2025-06-15 14:09:19.002302,0 days 00:00:24.317166,0.7862744468636095,0.13812190846590433,0.07920683925299286,0,8,1,236,0.5033729562462969,0.669531218325518,2.8035400584231285,0.8074478833829414,COMPLETE
177,0.8106795868380638,2025-06-15 14:08:54.690656,2025-06-15 14:09:12.796791,0 days 00:00:18.106135,0.8285582943307102,0.16328008779971348,0.11323361568611588,0,8,1,183,0.5061315795657815,0.5994484533520671,2.7479612962457773,0.8084825351788905,COMPLETE
178,0.8123329002729603,2025-06-15 14:08:56.275588,2025-06-15 14:09:12.269345,0 days 00:00:15.993757,0.8261759520829837,0.1535018387422487,0.11245890234513396,0,8,1,153,0.45252930056648344,0.601382075847451,2.99394463819685,0.8095146311032264,COMPLETE
179,0.812428824341006,2025-06-15 14:08:57.873402,2025-06-15 14:09:13.419139,0 days 00:00:15.545737,0.8307107009614046,0.1460408725390815,0.11328389870864349,0,8,1,151,0.44548466756262034,0.5809181295842084,2.777525220559519,0.8083306790860262,COMPLETE
180,0.8134294115203456,2025-06-15 14:09:01.820947,2025-06-15 14:09:19.246073,0 days 00:00:17.425126,0.828697920658786,0.16070700589764003,0.07020049314317754,0,8,1,161,0.9848840989761505,0.5958534468087024,2.7594507189714883,0.8077088228926288,COMPLETE
181,0.8123223262355606,2025-06-15 14:09:02.778836,2025-06-15 14:09:27.987280,0 days 00:00:25.208444,0.8295258225734182,0.15144723865148618,0.06794441048950783,0,8,1,234,0.9457204273273834,0.598388350002097,2.8069767124315232,0.7839710398307322,COMPLETE
182,0.8030671290096638,2025-06-15 14:09:11.883671,2025-06-15 14:09:28.958234,0 days 00:00:17.074563,0.8280209689742936,0.1498878639036389,0.06910079265517743,0,8,1,147,0.9216292521235102,0.5831791355915598,1.112421815039724,0.7852191676153231,COMPLETE
183,0.8006322033264268,2025-06-15 14:09:12.272346,2025-06-15 14:09:30.348697,0 days 00:00:18.076351,0.8235042825736074,0.13909868516477814,0.04250971229744349,0,8,1,146,0.9314514752610866,0.6116235732451274,1.0563093834091033,0.8095932157634065,COMPLETE
184,0.8055403018929624,2025-06-15 14:09:12.799793,2025-06-15 14:09:39.165521,0 days 00:00:26.365728,0.8261100352483126,0.004247577924360216,0.04502716056394411,0,8,1,235,0.33597555374052473,0.6288743688321367,1.1177438182765438,0.7833280563163951,COMPLETE
185,0.8057591602285669,2025-06-15 14:09:13.423156,2025-06-15 14:09:32.582986,0 days 00:00:19.159830,0.8305983793403189,0.1855390656091147,0.07076778817420891,0,8,1,154,0.46109075242205844,0.6599575447620285,1.1156581919394821,0.787353411840218,COMPLETE
186,0.8084299962767206,2025-06-15 14:09:16.615980,2025-06-15 14:09:33.883119,0 days 00:00:17.267139,0.8302051804837605,0.12818136387937623,0.042624140900293095,0,8,1,149,0.9245821906457277,0.6344641907177341,1.5597919429066958,0.7848753787715282,COMPLETE
187,0.8039536333077226,2025-06-15 14:09:19.005301,2025-06-15 14:09:36.282211,0 days 00:00:17.276910,0.8331679085622118,0.12627917779108686,0.04241493257558301,0,8,1,146,0.4572674463598354,0.6515127213450286,1.2334104783515896,0.7854618624756761,COMPLETE
188,0.8102025783242002,2025-06-15 14:09:19.250073,2025-06-15 14:09:36.277684,0 days 00:00:17.027611,0.8267722332623972,0.0016552617501185002,0.07034601023444578,0,8,1,144,0.9625331124377343,0.6602994513851718,2.915148685677562,0.7833088799049874,COMPLETE
189,0.7985241789803517,2025-06-15 14:09:27.990789,2025-06-15 14:09:43.458899,0 days 00:00:15.468110,0.835225398970724,0.15194349292414763,0.044606313621246514,0,8,1,146,0.9664748862045046,0.6724356323884166,1.1469053521238972,0.786330676602644,COMPLETE
190,0.814870820478934,2025-06-15 14:09:28.961741,2025-06-15 14:09:44.618801,0 days 00:00:15.657060,0.8331243260234794,0.003102079841607472,0.08078588080626137,0,8,1,147,0.979288585858457,0.6910564149076622,2.827670796053542,0.8111142602540061,COMPLETE
191,0.8099555855626578,2025-06-15 14:09:30.351434,2025-06-15 14:09:52.109766,0 days 00:00:21.758332,0.8341728167136923,0.11541170897386754,0.049562551305611484,0,8,1,223,0.9749446020865025,0.6584240251960908,3.0573161687522665,0.7844148980075892,COMPLETE
192,0.8142412660280473,2025-06-15 14:09:32.588503,2025-06-15 14:09:53.853896,0 days 00:00:21.265393,0.8361216811266725,0.002493558288136105,0.07991814230962849,0,8,1,223,0.9878006959077075,0.6802863938532226,2.9815459565951197,0.8068908939113228,COMPLETE
193,0.8144628059741986,2025-06-15 14:09:33.887122,2025-06-15 14:09:54.418857,0 days 00:00:20.531735,0.8316361595232404,0.0025590720834025027,0.04903007745779815,0,8,1,224,0.9462634969744531,0.7190538480861166,2.8209788562188334,0.8055853916108261,COMPLETE
194,0.809365419211814,2025-06-15 14:09:36.283208,2025-06-15 14:09:56.121822,0 days 00:00:19.838614,0.7560705785105456,0.011153211551652747,0.049727914842749035,0,8,1,222,0.9492061351683454,0.7226750819073566,2.9020278036221887,0.8048371842966385,COMPLETE
195,0.8127797373137902,2025-06-15 14:09:36.293752,2025-06-15 14:09:56.604936,0 days 00:00:20.311184,0.8376626994925115,0.008435806914655702,0.05030337549388796,0,8,1,235,0.9459338718428624,0.6284681641453645,2.92789092529506,0.8118116807279097,COMPLETE
196,0.8105363058415349,2025-06-15 14:09:39.170039,2025-06-15 14:09:57.499742,0 days 00:00:18.329703,0.766459374488897,0.1277067063583405,0.04925430559965273,0,8,1,230,0.5120431290272275,0.5652338482527332,2.978185915779482,0.8056757627472974,COMPLETE
197,0.8094596359558105,2025-06-15 14:09:43.461909,2025-06-15 14:09:56.214073,0 days 00:00:12.752164,0.7462793836038896,0.24892935178241166,0.07940532551235203,0,8,1,159,0.9875179589440903,0.6918566919346046,3.0236580166852947,0.805264019898346,COMPLETE
198,0.804567688188845,2025-06-15 14:09:44.622319,2025-06-15 14:09:57.100830,0 days 00:00:12.478511,0.7012850211136721,0.12223881351930302,0.04934795641309454,0,8,1,159,0.9713847714754273,0.6846055247544706,2.9838954847331216,0.8051737446706958,COMPLETE
199,0.8122698554905007,2025-06-15 14:09:52.112774,2025-06-15 14:09:59.970499,0 days 00:00:07.857725,0.750178508436189,0.24002404725216844,0.0818368073713868,0,8,1,161,0.9894892503745102,0.6839514014811521,2.845532241096074,0.8050658719705336,COMPLETE
