number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
68,0.8064937614376682,2025-06-15 14:03:38.446447,2025-06-15 14:04:06.765530,0 days 00:00:28.319083,0.8912031698857638,0.26951525651027264,0.07658834995223249,1,9,3,241,0.6076537446429473,0.28375238988728685,5.918671081996889,0.8688711380579541,COMPLETE
69,0.8083730437103048,2025-06-15 14:03:39.718786,2025-06-15 14:04:04.130733,0 days 00:00:24.411947,0.8811167239150047,0.30467294140579493,0.07191050346183506,0,9,3,238,0.623316561615725,0.29646198158496767,5.779533205033901,0.8870983320592015,COMPLETE
70,0.8049842585305864,2025-06-15 14:03:45.210300,2025-06-15 14:04:10.064636,0 days 00:00:24.854336,0.9302347765193465,0.25981344233264836,0.04770851264371548,0,9,3,236,0.6096368591233066,0.02229596981432072,9.855974746901358,0.8790169827183698,COMPLETE
71,0.8126961191621918,2025-06-15 14:03:45.932671,2025-06-15 14:04:09.671865,0 days 00:00:23.739194,0.8870974202298846,0.2928067490514205,0.04882683802437432,0,9,1,245,0.6185021854147561,0.2763623943603949,5.973262054560282,0.8815141930767737,COMPLETE
72,0.8101383134232936,2025-06-15 14:03:49.375622,2025-06-15 14:04:19.628548,0 days 00:00:30.252926,0.8564752435681917,0.28929854246278414,0.04752487003675889,1,9,1,284,0.5988768042646142,0.2794574483964548,5.892872270829917,0.8865702534447608,COMPLETE
73,0.8052900997011119,2025-06-15 14:03:53.711793,2025-06-15 14:04:13.660672,0 days 00:00:19.948879,0.8814105781090028,0.8202218696137372,0.050618854271757587,1,9,1,249,0.0054432108479431085,0.03593158816064032,5.684678534235871,0.8901888932109612,COMPLETE
74,0.8017876282646194,2025-06-15 14:03:54.515137,2025-06-15 14:04:17.575354,0 days 00:00:23.060217,0.8437654270127996,0.8156583595700039,0.05094811749267544,1,9,1,281,0.053770129264081534,0.27759454626732394,10.099754423139306,0.8903139556796239,COMPLETE
75,0.8068891594414266,2025-06-15 14:03:58.336144,2025-06-15 14:04:20.531533,0 days 00:00:22.195389,0.8390917423417279,0.8137927098484158,0.05226485463949247,1,9,1,285,0.015120842580289812,0.006338968352276264,6.051918302752505,0.8887501654038463,COMPLETE
76,0.8084489522665589,2025-06-15 14:04:04.134252,2025-06-15 14:04:36.487193,0 days 00:00:32.352941,0.8513951404974454,0.2760911328368769,0.05075577327256726,1,9,1,281,0.641569791686772,0.0012056814265845222,9.776286570341796,0.8622215864471421,COMPLETE
77,0.7696725520264007,2025-06-15 14:04:06.769050,2025-06-15 14:04:23.391832,0 days 00:00:16.622782,0.8448487104774107,2.4889805427757024,0.052683416865779605,1,8,1,255,0.6447302032957366,0.005471207506522163,9.177269021833988,0.8617539347862332,COMPLETE
78,0.7706044497861949,2025-06-15 14:04:09.675381,2025-06-15 14:04:27.696809,0 days 00:00:18.021428,0.8434904886291779,2.9896164190874126,0.05444155367780405,1,9,1,278,0.6240103123430298,0.2952796880995977,9.737890761550466,0.8645059240971893,COMPLETE
79,0.8030318732304419,2025-06-15 14:04:10.067645,2025-06-15 14:04:30.141219,0 days 00:00:20.073574,0.8505370509992006,0.8281825509335448,0.09472601575830056,1,8,1,255,0.6401231612716987,0.2827434270963171,5.824741978234509,0.8579335012987653,COMPLETE
80,0.8101844946682586,2025-06-15 14:04:13.663674,2025-06-15 14:04:43.261473,0 days 00:00:29.597799,0.8445428680180639,0.30350755836749016,0.09158547187137969,1,8,1,256,0.6492820611579839,0.28337111303954293,9.993936709688125,0.8638953466179493,COMPLETE
81,0.7898513991452829,2025-06-15 14:04:17.578352,2025-06-15 14:04:31.764060,0 days 00:00:14.185708,0.8522579838160772,3.003694658717849,0.060328405530311664,0,8,1,257,0.6607284225496239,0.29230390149594926,2.810566600928684,0.8619913976404707,COMPLETE
82,0.8099019439861521,2025-06-15 14:04:19.632068,2025-06-15 14:04:39.484425,0 days 00:00:19.852357,0.8506214973865728,0.6558436352086723,0.09696708736225125,0,8,1,256,0.7369213524002642,0.34769777834406757,2.7416657956482204,0.8638262318768374,COMPLETE
83,0.755766244067997,2025-06-15 14:04:20.536534,2025-06-15 14:04:43.430113,0 days 00:00:22.893579,0.856888010634522,0.6650047924314024,0.05957308115364682,0,4,1,287,0.5010945078007083,0.3372127510801883,9.567998813543241,0.8586857298701195,COMPLETE
84,0.8026040843917608,2025-06-15 14:04:23.394832,2025-06-15 14:04:46.031606,0 days 00:00:22.636774,0.8564615878375572,0.6368686261617271,0.09380613123540647,0,8,1,292,0.7070975880737178,0.3422515731299064,11.113342758663762,0.8977758720367577,COMPLETE
85,0.7851836609463173,2025-06-15 14:04:27.699818,2025-06-15 14:04:49.133448,0 days 00:00:21.433630,0.8590940345459517,0.6566449627873621,0.06020295513058847,0,4,1,289,0.6758372690199168,0.35102468774283885,2.9013488332518613,0.8976988316704353,COMPLETE
86,0.7763358734724631,2025-06-15 14:04:30.145737,2025-06-15 14:04:54.182816,0 days 00:00:24.037079,0.8220064233506316,0.6848809947444714,0.06270837374192914,0,5,1,292,0.7151524889025744,0.34876445563074376,11.239690338681259,0.9043942594985902,COMPLETE
87,0.6917001774660911,2025-06-15 14:04:31.767347,2025-06-15 14:04:42.324281,0 days 00:00:10.556934,0.8174765416925508,0.64203608198952,0.0383390659015745,0,5,1,107,0.6685060601386157,0.334219128747648,19.17119621448844,0.8944016613700173,COMPLETE
88,0.8043474892918558,2025-06-15 14:04:36.492193,2025-06-15 14:05:06.027252,0 days 00:00:29.535059,0.8197180985358125,0.6556229037375065,0.03643508621987475,0,9,1,284,0.7025346147113671,0.3378730047009579,6.526965432981938,0.9002676713851894,COMPLETE
89,0.8094089655684357,2025-06-15 14:04:39.488567,2025-06-15 14:05:02.048386,0 days 00:00:22.559819,0.8214836321717335,0.64872654998041,0.0906575796488215,2,9,1,291,0.6905833861806028,0.34166416571795016,2.9940495368467523,0.896875025513823,COMPLETE
90,0.8048798675116237,2025-06-15 14:04:42.327280,2025-06-15 14:04:58.643866,0 days 00:00:16.316586,0.8348201195262216,1.3745833642879086,0.0918823635643174,2,9,1,289,0.7211274650674724,0.004862446979148477,2.6618032597210846,0.9006990958821763,COMPLETE
91,0.8005180052902447,2025-06-15 14:04:43.266472,2025-06-15 14:05:06.312587,0 days 00:00:23.046115,0.859945263556245,0.6545372910763605,0.09484074762221338,2,7,1,274,0.7275001288850449,0.346170880288462,10.900499069091758,0.8990137877526514,COMPLETE
92,0.8099424827990609,2025-06-15 14:04:43.435124,2025-06-15 14:05:11.786106,0 days 00:00:28.350982,0.8213208998132365,0.16855560569153985,0.08019748851493787,2,7,1,271,0.7194615658036344,0.4019350137619337,2.7830131364665647,0.9006454659548945,COMPLETE
93,0.7958703630760757,2025-06-15 14:04:46.034125,2025-06-15 14:05:01.009453,0 days 00:00:14.975328,0.8299465309567818,1.2780099600145274,0.09499246577779508,2,7,1,274,0.8198010657432846,0.4104548416199315,2.4907628907690547,0.9260969449963434,COMPLETE
94,0.8077567818728897,2025-06-15 14:04:49.136963,2025-06-15 14:05:16.466604,0 days 00:00:27.329641,0.8295779249886462,0.1899525359628974,0.09410978765325234,2,7,1,272,0.7523621284385161,0.043759202068780645,6.694295598073481,0.8505063204328067,COMPLETE
95,0.8087744482468405,2025-06-15 14:04:54.185565,2025-06-15 14:05:21.768664,0 days 00:00:27.583099,0.8692408770802694,0.15770243944064208,0.14776852983259806,2,7,1,272,0.7645880481786413,0.38924910642808963,14.214715172326617,0.8489082604896334,COMPLETE
96,0.8041094957529836,2025-06-15 14:04:58.651914,2025-06-15 14:05:24.587096,0 days 00:00:25.935182,0.8706941813704371,0.16589268430341003,0.13310182671680873,2,7,5,271,0.7908838121154304,0.38988548959821095,6.796681978901079,0.9228089612901066,COMPLETE
97,0.799621167832447,2025-06-15 14:05:01.012464,2025-06-15 14:05:29.315233,0 days 00:00:28.302769,0.8720478062166498,0.3745546492725699,0.08342309376706757,2,8,5,269,0.7882390265516314,0.5014529606146074,6.891188226283117,0.8469728658845589,COMPLETE
98,0.810968411733856,2025-06-15 14:05:02.054420,2025-06-15 14:05:29.152923,0 days 00:00:27.098503,0.8730655647156608,0.39104857819671685,0.10307874862846782,2,8,1,298,0.7671423628659265,0.5080932600755358,6.64247635171525,0.8475207711417921,COMPLETE
99,0.8093409292016652,2025-06-15 14:05:06.030253,2025-06-15 14:05:31.093060,0 days 00:00:25.062807,0.8742748386683067,0.37125832574820816,0.10630590696669498,2,8,1,296,0.5793164004447066,0.21187491213668924,5.1075753161298945,0.8487825270485676,COMPLETE
100,0.8054415522935731,2025-06-15 14:05:06.315106,2025-06-15 14:05:34.164725,0 days 00:00:27.849619,0.8737143169873264,0.170435061517571,0.10798516868593831,1,8,5,270,0.8073038668885378,0.2112801997480012,5.025172252777299,0.8482560004419388,COMPLETE
