number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
64,0.9112840085299767,2025-06-15 11:08:34.239244,2025-06-15 11:09:04.039698,0 days 00:00:29.800454,0.9199516340213558,1.4218474498385845,0.024003505328181355,8,9,3,239,0.8164149692305639,0.9436247867666662,1.3589167658594974,0.9562058097408387,COMPLETE
65,0.8997846199857547,2025-06-15 11:08:34.705882,2025-06-15 11:08:52.489772,0 days 00:00:17.783890,0.9097052005252283,4.803714613888015,0.028217099076018666,8,3,3,238,0.821416531857872,0.9394376889756354,1.163750885102246,0.9597407440235317,COMPLETE
66,0.9110381254275863,2025-06-15 11:08:35.360609,2025-06-15 11:09:02.574128,0 days 00:00:27.213519,0.8553296827954668,1.320296084965215,0.028738901274012203,8,9,3,229,0.7582943356776448,0.934290331431862,3.847679396072485,0.9854994028627114,COMPLETE
67,0.9145249953994036,2025-06-15 11:08:36.145630,2025-06-15 11:09:08.552982,0 days 00:00:32.407352,0.9092793747218695,0.44916319216472744,0.029674562392712208,8,10,3,239,0.6655554103356337,0.9035858552978402,4.359546009369326,0.9916781589088086,COMPLETE
68,0.9122483094163973,2025-06-15 11:08:36.488890,2025-06-15 11:09:09.001955,0 days 00:00:32.513065,0.8569581706135435,0.43384017169645805,0.03180115442741883,8,10,5,241,0.659407688291813,0.9057591973918093,4.372942519549036,0.9947835803487453,COMPLETE
69,0.9166369029398009,2025-06-15 11:08:43.291393,2025-06-15 11:09:12.910256,0 days 00:00:29.618863,0.8591402675777411,0.42266534480883244,0.050162475372038,10,9,5,233,0.6678031926458332,0.9057182408456176,3.763117336519397,0.9657106344689509,COMPLETE
70,0.9127029431682405,2025-06-15 11:08:52.492290,2025-06-15 11:09:16.866667,0 days 00:00:24.374377,0.8969724981135545,0.43204628702008513,0.04931906831092461,10,7,5,241,0.6684057003864611,0.8888633903348876,4.40063530545398,0.9415627806940691,COMPLETE
71,0.9134715800820429,2025-06-15 11:08:57.991760,2025-06-15 11:09:21.650204,0 days 00:00:23.658444,0.8484142001540448,0.4289785828790401,0.04968327305863576,10,7,5,226,0.6616506273951439,0.9013266824204195,4.370804679865332,0.943011610455372,COMPLETE
72,0.9198598259787081,2025-06-15 11:08:59.813248,2025-06-15 11:09:19.624468,0 days 00:00:19.811220,0.8886297347990061,0.4050958004175643,0.24114038646052607,10,10,3,244,0.658910905836228,0.9059198668452582,3.9409126949228064,0.9388535145658167,COMPLETE
73,0.9191136679364129,2025-06-15 11:09:02.577129,2025-06-15 11:09:25.318296,0 days 00:00:22.741167,0.8820899426157222,0.41172093571282786,0.2472620570628224,4,10,5,289,0.6518291795374345,0.8904972628238199,3.6805625637949153,0.9424563062765583,COMPLETE
74,0.920395781787505,2025-06-15 11:09:04.044204,2025-06-15 11:09:27.406982,0 days 00:00:23.362778,0.8860702820337397,0.4459508967711331,0.21388267539492878,4,10,3,291,0.6601005802166616,0.8997564766087603,3.6769485786782425,0.9424537356112922,COMPLETE
75,0.9142771304340233,2025-06-15 11:09:08.556498,2025-06-15 11:09:39.152252,0 days 00:00:30.595754,0.8824763676223668,0.7824022132735293,0.04953838030766304,4,7,5,290,0.9064671776916764,0.8966282200096839,3.3232759551883393,0.9432119132100365,COMPLETE
76,0.9167884013109994,2025-06-15 11:09:09.005292,2025-06-15 11:09:35.743778,0 days 00:00:26.738486,0.8806075643940245,0.8092535533877608,0.050244140162856554,10,7,3,290,0.7538299855030338,0.8135256665893014,2.8624160245569965,0.9438846510287053,COMPLETE
77,0.9169316698998748,2025-06-15 11:09:12.916256,2025-06-15 11:09:35.071073,0 days 00:00:22.154817,0.8783383679209298,0.7910285851092976,0.2188433363853899,9,7,1,290,0.8957827821153052,0.8324320404886832,6.3537167540237505,0.9406183048865511,COMPLETE
78,0.914514918615993,2025-06-15 11:09:16.869675,2025-06-15 11:09:54.288976,0 days 00:00:37.419301,0.8774819982321631,0.16010301917743164,0.03621789532205776,9,10,4,290,0.8825050372274956,0.9998915100539937,6.4979765298947,0.9404997895095062,COMPLETE
79,0.917392706766298,2025-06-15 11:09:19.628980,2025-06-15 11:09:38.126788,0 days 00:00:18.497808,0.8770291897067642,0.7956855559929474,0.23397063443580898,9,10,3,290,0.7538797517960756,0.8253155766540731,6.3844701543041715,0.9766039922794758,COMPLETE
80,0.9127661764149633,2025-06-15 11:09:21.654205,2025-06-15 11:09:37.838124,0 days 00:00:16.183919,0.87420856501235,2.2311355299911604,0.24217460754742415,9,10,3,289,0.7626617092024536,0.5577904726335382,2.7130365725189973,0.9763244510998372,COMPLETE
81,0.9177337066623805,2025-06-15 11:09:25.321297,2025-06-15 11:09:47.964729,0 days 00:00:22.643432,0.8791886200898698,0.8261214813827921,0.25705529435604846,9,10,3,292,0.8966927526907901,0.8246713553302059,6.59269670156652,0.9066590193782204,COMPLETE
82,0.9170982671327877,2025-06-15 11:09:27.411979,2025-06-15 11:09:45.176681,0 days 00:00:17.764702,0.8782946757479202,0.7693562612185156,0.25198926983084696,4,10,3,215,0.748754720982916,0.8083677870066438,2.7806879303404424,0.9802279887638929,COMPLETE
83,0.917809850602052,2025-06-15 11:09:35.077075,2025-06-15 11:09:54.522656,0 days 00:00:19.445581,0.8762373014654787,0.7452321405684783,0.257614212005719,4,10,3,264,0.7556037643499618,0.795581847085927,2.7417845483908083,0.9773821861455912,COMPLETE
84,0.9147561062078647,2025-06-15 11:09:35.749289,2025-06-15 11:09:53.401399,0 days 00:00:17.652110,0.9364988312768268,1.1597546760463122,0.2499637679259612,4,10,3,266,0.6151011842602776,0.9571213159084188,2.5585868314134945,0.9803817412704086,COMPLETE
85,0.9052068035659598,2025-06-15 11:09:37.846125,2025-06-15 11:09:55.226407,0 days 00:00:17.380282,0.9491647812366522,3.933662150798885,0.1753950363990481,4,10,3,279,0.6195543111219896,0.966206148974831,5.6145590855068885,0.9061757078486066,COMPLETE
86,0.9091870516482903,2025-06-15 11:09:38.132788,2025-06-15 11:09:54.821656,0 days 00:00:16.688868,0.8914035257413975,3.245588295880971,0.18674016578655012,4,10,3,266,0.6355572579594171,0.9659449196654447,5.165796299939387,0.9110426819749058,COMPLETE
87,0.9054546708128667,2025-06-15 11:09:39.156252,2025-06-15 11:09:53.015402,0 days 00:00:13.859150,0.8923749993652903,3.252665187025534,0.1999379402889228,5,10,4,214,0.625714129123554,0.3705763708592888,5.341826586858724,0.9667068184956047,COMPLETE
88,0.9200250989555456,2025-06-15 11:09:45.179682,2025-06-15 11:10:10.041051,0 days 00:00:24.861369,0.8921789963700866,0.15598477120120635,0.17757933052942265,3,10,3,265,0.6350650586641343,0.781221663423788,4.994746132264487,0.9337675628698053,COMPLETE
89,0.9185420108439708,2025-06-15 11:09:47.968937,2025-06-15 11:10:12.109733,0 days 00:00:24.140796,0.9349875767382463,0.17903838302772188,0.20719428628894723,3,10,4,277,0.6197542283499056,0.9632880791485994,5.321185343142342,0.9332156976910434,COMPLETE
90,0.9197894617871436,2025-06-15 11:09:53.020400,2025-06-15 11:10:16.920075,0 days 00:00:23.899675,0.8173714517682552,0.18700709474983596,0.17541580640243265,3,10,3,280,0.551612845807065,0.9615851784253129,5.285056019519808,0.9068114329117918,COMPLETE
91,0.9185987261372406,2025-06-15 11:09:53.405399,2025-06-15 11:10:20.682932,0 days 00:00:27.277533,0.8173861136037426,0.11833007039251535,0.035474661336098674,3,10,3,278,0.52789928732936,0.7719513118635137,5.154211983976712,0.9035032073350481,COMPLETE
92,0.918962872458286,2025-06-15 11:09:54.291978,2025-06-15 11:10:16.582308,0 days 00:00:22.290330,0.8173214784234358,0.2102712420762088,0.17600394934049557,3,10,3,278,0.5474971605776591,0.7748121703369462,9.432561670076778,0.9348760760700264,COMPLETE
93,0.9227818482884519,2025-06-15 11:09:54.526657,2025-06-15 11:10:18.520864,0 days 00:00:23.994207,0.7465176684404722,0.11674085588474213,0.17413088825533019,3,10,3,281,0.5314634153930912,0.1751828276602776,5.043882354500894,0.9341831852730098,COMPLETE
94,0.9211101846973436,2025-06-15 11:09:54.824658,2025-06-15 11:10:21.760304,0 days 00:00:26.935646,0.8415762971501756,0.14194691159132444,0.06796300929784833,3,10,3,282,0.5382026743271369,0.7069792008363145,7.508563769322183,0.9345792268859231,COMPLETE
95,0.9193063259269774,2025-06-15 11:09:55.230193,2025-06-15 11:10:20.514754,0 days 00:00:25.284561,0.8164306737137603,0.15000686457961632,0.11929706602956924,3,10,4,277,0.5263726060651215,0.8841358418535676,9.133332466314524,0.936013018825332,COMPLETE
96,0.9181470283642369,2025-06-15 11:10:10.046052,2025-06-15 11:10:29.596647,0 days 00:00:19.550595,0.842836788757079,0.1734079754339746,0.22004902642823193,3,9,4,246,0.5467121171027047,0.7850902170884664,8.867562723213712,0.9478333232744837,COMPLETE
97,0.9194793380132313,2025-06-15 11:10:12.112361,2025-06-15 11:10:33.179165,0 days 00:00:21.066804,0.8421225572749839,0.15939811206451757,0.1675801450936721,3,9,2,247,0.691235318692134,0.7758702305732977,20.44867094616817,0.931145396284202,COMPLETE
98,0.92113097419032,2025-06-15 11:10:16.589010,2025-06-15 11:10:43.004215,0 days 00:00:26.415205,0.8411250367845442,0.14413188323855183,0.12253238874882823,3,10,3,282,0.5561646876691978,0.7665703633970876,7.753616947295765,0.9348881765108382,COMPLETE
99,0.9195623785175486,2025-06-15 11:10:16.923076,2025-06-15 11:10:34.368911,0 days 00:00:17.445835,0.8409048753856578,0.12463512461695572,0.22338412865329896,3,9,3,198,0.6844933688834135,0.8855870954019137,7.886899085541673,0.950671606246133,COMPLETE
100,0.9182291727750747,2025-06-15 11:10:18.525426,2025-06-15 11:10:40.487915,0 days 00:00:21.962489,0.8390108380154493,0.10939573315107252,0.22012849341912583,3,9,3,245,0.6899954853058506,0.6894273269296978,7.240247064038822,0.9032368587148508,COMPLETE
